model,score_test,mean_squared_error,mean_absolute_error,pearsonr,root_mean_squared_error,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
LightGBMXT_BAG_L1,-0.007751316164386531,-0.007751316164386531,-0.07174443358789864,,-0.08804155930233477,-0.6254888470674036,0.5720503330230713,0.046217918395996094,2.1119589805603027,0.5720503330230713,0.046217918395996094,2.1119589805603027,1,True,1
WeightedEnsemble_L2,-0.007751316164386531,-0.007751316164386531,-0.07174443358789864,,-0.08804155930233477,-0.6254888470674036,0.5739047527313232,0.04657292366027832,2.1646931171417236,0.0018544197082519531,0.00035500526428222656,0.0527341365814209,2,True,3
LightGBM_BAG_L1,-0.007751316164386531,-0.007751316164386531,-0.07174443358789864,,-0.08804155930233477,-0.6254888470674036,0.6109216213226318,0.04546189308166504,1.7691104412078857,0.6109216213226318,0.04546189308166504,1.7691104412078857,1,True,2
