model,score_test,mean_squared_error,mean_absolute_error,pearsonr,root_mean_squared_error,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
ExtraTreesMSE_BAG_L1,-0.33615329788749393,-0.33615329788749393,-0.3889851918069756,0.8398333397507747,-0.579787286759113,-0.45354512429253074,0.7160367965698242,0.15571856498718262,3.6866514682769775,0.7160367965698242,0.15571856498718262,3.6866514682769775,1,True,5
WeightedEnsemble_L2,-0.33615329788749393,-0.33615329788749393,-0.3889851918069756,0.8398333397507747,-0.579787286759113,-0.45354512429253074,0.7183737754821777,0.15616369247436523,3.843677520751953,0.0023369789123535156,0.0004451274871826172,0.15702605247497559,2,True,6
RandomForestMSE_BAG_L1,-0.36555267665615176,-0.36555267665615176,-0.4097370099455337,0.824081534050191,-0.6046095241196187,-0.47961191666576475,0.7858932018280029,0.1307976245880127,1.465177297592163,0.7858932018280029,0.1307976245880127,1.465177297592163,1,True,3
LightGBM_BAG_L1,-0.3898327984882619,-0.3898327984882619,-0.42559132640607783,0.813652318244951,-0.6243659171417526,-0.5847138958917616,0.9763801097869873,0.18890976905822754,15.971789121627808,0.9763801097869873,0.18890976905822754,15.971789121627808,1,True,2
CatBoost_BAG_L1,-0.3901707403653363,-0.3901707403653363,-0.4530692036520745,0.8218823348457988,-0.624636486578663,-0.5908974453653791,0.9660801887512207,0.8602554798126221,49.69373273849487,0.9660801887512207,0.8602554798126221,49.69373273849487,1,True,4
LightGBMXT_BAG_L1,-0.35394128023655236,-0.35394128023655236,-0.40174339595068675,0.8292925733442066,-0.5949296430978644,-0.6042622767795773,0.8644187450408936,0.15171360969543457,5.71493124961853,0.8644187450408936,0.15171360969543457,5.71493124961853,1,True,1
