model,score_test,mean_squared_error,mean_absolute_error,pearsonr,root_mean_squared_error,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
LightGBMXT_BAG_L1,-3.788324584037453,-3.788324584037453,-1.8030398186423424,,-1.9463618841411412,-4.118359482128245,0.8418171405792236,0.25885558128356934,2.3748929500579834,0.8418171405792236,0.25885558128356934,2.3748929500579834,1,True,1
WeightedEnsemble_L2,-3.788324584037453,-3.788324584037453,-1.8030398186423424,,-1.9463618841411412,-4.118359482128245,0.8436994552612305,0.25928688049316406,2.378490924835205,0.001882314682006836,0.00043129920959472656,0.0035979747772216797,2,True,2
