model,score_test,mean_squared_error,mean_absolute_error,pearsonr,root_mean_squared_error,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
LightGBMXT_BAG_L1,-1.6177052083590346,-1.6177052083590346,-0.8987649909272806,,-1.2718904073696895,-1.6516708418618744,0.9701404571533203,0.3887615203857422,12.724128246307373,0.9701404571533203,0.3887615203857422,12.724128246307373,1,True,1
WeightedEnsemble_L2,-1.6177052083590346,-1.6177052083590346,-0.8987649909272806,,-1.2718904073696895,-1.6516708418618744,0.9722542762756348,0.38916754722595215,12.727673530578613,0.002113819122314453,0.00040602684020996094,0.0035452842712402344,2,True,2
